_id,distance,gateway,major,majorminor,minor,rssi,timestamp,type,uuid,tag,specificTag
DC0D300F7252,1.3593563908785256,F3499FDED02E,10065,100656666,6666,-79.0,1679221315,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,1.1659144011798317,E06B09BAC79F,10065,100656666,6666,-77.0,1679221320,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.8576958985908941,F3499FDED02E,10065,100656666,6666,-73.0,1679221320,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.7943282347242815,E06B09BAC79F,10065,100656666,6666,-72.0,1679221321,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,2.51188643150958,F3499FDED02E,10065,100656666,6666,-87.0,1679221321,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.7356422544596414,E06B09BAC79F,10065,100656666,6666,-71.0,1679221322,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,2.9286445646252366,F3499FDED02E,10065,100656666,6666,-89.0,1679221322,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.5411695265464637,E06B09BAC79F,10065,100656666,6666,-67.0,1679221323,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.5011872336272722,E06B09BAC79F,10065,100656666,6666,-66.0,1679221328,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,2.51188643150958,F3499FDED02E,10065,100656666,6666,-87.0,1679221328,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.7943282347242815,E06B09BAC79F,10065,100656666,6666,-72.0,1679221329,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,1.7113283041617808,F3499FDED02E,10065,100656666,6666,-82.0,1679221329,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.5843414133735176,E06B09BAC79F,10065,100656666,6666,-68.0,1679221330,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,2.9286445646252366,F3499FDED02E,10065,100656666,6666,-89.0,1679221330,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.6309573444801932,E06B09BAC79F,10065,100656666,6666,-69.0,1679221331,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,2.326305067153626,F3499FDED02E,10065,100656666,6666,-86.0,1679221331,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.5411695265464637,E06B09BAC79F,10065,100656666,6666,-67.0,1679221336,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,1.7113283041617808,F3499FDED02E,10065,100656666,6666,-82.0,1679221336,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,1.0,E06B09BAC79F,10065,100656666,6666,-75.0,1679221337,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.4641588833612779,E06B09BAC79F,10065,100656666,6666,-65.0,1679221338,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,1.847849797422291,F3499FDED02E,10065,100656666,6666,-83.0,1679221338,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.3981071705534972,E06B09BAC79F,10065,100656666,6666,-63.0,1679221339,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,2.51188643150958,F3499FDED02E,10065,100656666,6666,-87.0,1679221339,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.4298662347082277,E06B09BAC79F,10065,100656666,6666,-64.0,1679221344,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.4298662347082277,E06B09BAC79F,10065,100656666,6666,-64.0,1679221345,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,5.843414133735177,F3499FDED02E,10065,100656666,6666,-98.0,1679221345,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.5411695265464637,E06B09BAC79F,10065,100656666,6666,-67.0,1679221346,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,1.5848931924611136,F3499FDED02E,10065,100656666,6666,-81.0,1679221346,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.3686945064519575,E06B09BAC79F,10065,100656666,6666,-62.0,1679221347,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.3686945064519575,E06B09BAC79F,10065,100656666,6666,-62.0,1679221352,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,1.7113283041617808,F3499FDED02E,10065,100656666,6666,-82.0,1679221352,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.3162277660168379,E06B09BAC79F,10065,100656666,6666,-60.0,1679221353,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
DC0D300F7252,0.4298662347082277,E06B09BAC79F,10065,100656666,6666,-64.0,1679221354,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room1,M1
